"Address","Street","Site ID","Latitude","Longitude","Inspection Date","Remote ID","Site Comments","Site Last Changed By","Site Change Date","Site Change Time","Species","Diameter","Aldermanic District","ArchivedSites_Remote_ID","Condition","DRG Updated","Forestry District","Grate","Growthspace Size","Overhead Utilities","Parcel Number","Primary Maintenance","Property Use","Solid Waste District SubArea","Status","TIF","TRAQ-Consequence","TRAQ-Likelihood of Failure","TRAQ-Likelihood of Failure and Impact","TRAQ-Likelihood of Impacting Target","TRAQ-Risk Rating","Terrace Support System","Tree Guard","Utilities Present"
3005,"Artesian Ln",465724,43.0298223091,-89.3772285963,"6/13/2012","Tree_062780","","Kyle Schansberg (DRG)","12/12/2023","14:40:08","Norway Maple (Acer platanoides)",17,14,"97395","Fair","Yes","5","N/A","7'-8'","Not Present","060901203195","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3006,"Artesian Ln",467383,43.0299502372,-89.3772180633,"6/13/2012","Tree_062756","","Kyle Schansberg (DRG)","12/12/2023","15:19:45","Norway Maple (Acer platanoides)",14,14,"97400","Fair","Yes","5","N/A","7'-8'","Not Present","060901202139","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3006,"Artesian Ln",467409,43.0299813785,-89.3770411466,"6/13/2012","Tree_062769","","Kyle Schansberg (DRG)","12/12/2023","15:20:13","Norway Maple (Acer platanoides)",13,14,"97399","Fair","Yes","5","N/A","7'-8'","Not Present","060901202139","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3009,"Artesian Ln",467368,43.0297105917,-89.3774473646,"6/13/2012","Tree_062745","","Kyle Schansberg (DRG)","12/12/2023","14:40:53","Norway Maple (Acer platanoides)",18,14,"97394","Fair","Yes","5","N/A","7'-8'","Not Present","060901203187","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3009,"Artesian Ln",620974,43.029618273,-89.3775410507,"12/12/2023","KySc20231212144204","","Kyle Schansberg (DRG)","12/12/2023","14:42:52","Vacant (Vacant)",0,14,"","N/A","Yes","5","N/A","7'-8'","Not Present","060901203187","Plant Tree",,"7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3010,"Artesian Ln",611986,43.0298784244672,-89.3774046875472,"7/5/2023","RP20230705112002","","Nathan Paulus (DRG)","12/11/2023","08:31:31","Hackberry (Celtis occidentalis)",1,14,"97404","Unassigned","N/A","5","N/A","6'-7'","Unassigned","060901202147","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3021,"Artesian Ln",467392,43.0293376914,-89.3777526158,"6/13/2012","Tree_062738","","Dean Kahl","2/2/2024","11:19:21","Norway Maple (Acer platanoides)",7,14,"97392","Unassigned","Yes","5","N/A","7'-8'","Not Present","060901203137","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3021,"Artesian Ln",467407,43.0294646084,-89.3776597299,"6/13/2012","Tree_062750","","Dean Kahl","2/2/2024","11:19:21","Norway Maple (Acer platanoides)",10,14,"97393","Unassigned","Yes","5","N/A","7'-8'","Not Present","060901203137","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3022,"Artesian Ln",467403,43.0294049599,-89.3778720374,"6/13/2012","Tree_062771","","Kyle Schansberg (DRG)","12/12/2023","15:15:45","Norway Maple (Acer platanoides)",16,14,"97422","Fair","Yes","5","N/A","7'-8'","Not Present","060901202296","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3023,"Artesian Ln",465719,43.0292258737,-89.37786771068193,"6/13/2012","Tree_062782","","Kyle Schansberg (DRG)","12/12/2023","14:46:03","Vacant (Vacant)",0,14,"97391","N/A","Yes","5","N/A","7'-8'","Not Present","060901203129","Plant Tree","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3026,"Artesian Ln",467395,43.0292200979,-89.3781652523,"6/13/2012","Tree_062755","","Kyle Schansberg (DRG)","12/12/2023","15:14:41","Norway Maple (Acer platanoides)",14,14,"97424","Fair","Yes","5","N/A","7'-8'","Not Present","060901202303","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3026,"Artesian Ln",467400,43.0293055811,-89.3779783516,"6/13/2012","Tree_062751","","Kyle Schansberg (DRG)","12/12/2023","15:15:10","Norway Maple (Acer platanoides)",14,14,"97423","Fair","Yes","5","N/A","7'-8'","Not Present","060901202303","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3030,"Artesian Ln",467402,43.02915322,-89.3785563564,"6/13/2012","Tree_062765","","Kyle Schansberg (DRG)","12/12/2023","15:13:47","Norway Maple (Acer platanoides)",15,14,"97426","Fair","Yes","5","N/A","7'-8'","Not Present","060901202311","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3030,"Artesian Ln",467416,43.0291916415,-89.3783282874,"6/13/2012","Tree_062768","","Kyle Schansberg (DRG)","12/12/2023","15:14:16","Norway Maple (Acer platanoides)",13,14,"97425","Fair","Yes","5","N/A","7'-8'","Not Present","060901202311","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3031,"Artesian Ln",467421,43.0290876772,-89.3783032821,"6/13/2012","Tree_062774","","Kyle Schansberg (DRG)","12/12/2023","14:48:24","Norway Maple (Acer platanoides)",15,14,"97389","Fair","Yes","5","N/A","7'-8'","Not Present","060901203096","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3031,"Artesian Ln",620975,43.0291191402,-89.3780972198,"12/12/2023","KySc20231212144654","","Kyle Schansberg (DRG)","12/12/2023","14:47:46","American Basswood (Tilia americana)",7,14,"","Good","Yes","5","N/A","7'-8'","Not Present","060901203096","Unassigned",,"7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3033,"Artesian Ln",467391,43.0290497364,-89.37849755451171,"6/13/2012","Tree_062748","","Kyle Schansberg (DRG)","12/12/2023","14:49:00","Norway Maple (Acer platanoides)",16,14,"97388","Fair","Yes","5","N/A","7'-8'","Not Present","060901203088","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3034,"Artesian Ln",467406,43.029118191,-89.3787082889,"6/13/2012","Tree_062762","","Kyle Schansberg (DRG)","12/12/2023","15:13:04","Norway Maple (Acer platanoides)",15,14,"97427","Fair","Yes","5","N/A","7'-8'","Not Present","060901202329","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3038,"Artesian Ln",467398,43.0290382156,-89.3788675969,"6/13/2012","Tree_062777","","Kyle Schansberg (DRG)","12/12/2023","15:12:42","Littleleaf Linden (Tilia cordata)",19,14,"97428","Fair","Yes","5","N/A","7'-8'","Not Present","060901202337","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3042,"Artesian Ln",467417,43.0289398217,-89.3789767602,"6/13/2012","Tree_062776","","Kyle Schansberg (DRG)","12/12/2023","15:11:51","Littleleaf Linden (Tilia cordata)",20,14,"97429","Fair","Yes","5","N/A","7'-8'","Not Present","060901202345","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3046,"Artesian Ln",467425,43.0288406855,-89.3790449708,"6/13/2012","Tree_062761","","Kyle Schansberg (DRG)","12/12/2023","15:11:21","Littleleaf Linden (Tilia cordata)",18,14,"97430","Fair","Yes","5","N/A","7'-8'","Not Present","060901202353","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3047,"Artesian Ln",467387,43.0289360756,-89.3788012099,"6/13/2012","Tree_062736","","Kyle Schansberg (DRG)","12/12/2023","14:56:01","Littleleaf Linden (Tilia cordata)",21,14,"97387","Fair","Yes","5","N/A","7'-8'","Not Present","060901203038","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3047,"Artesian Ln",467397,43.0288234505,-89.3788852994,"6/13/2012","Tree_062781","","Kyle Schansberg (DRG)","12/12/2023","14:56:58","Littleleaf Linden (Tilia cordata)",21,14,"97386","Fair","Yes","5","N/A","7'-8'","Not Present","060901203038","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3047,"Artesian Ln",467428,43.0286843221,-89.3789199981,"6/13/2012","Tree_062783","","Kyle Schansberg (DRG)","12/12/2023","14:58:51","Honeylocust 'Skyline' (Gleditsia triacanthos 'Skyline')",13,14,"97385","Fair","Yes","5","N/A","7'-8'","Not Present","060901203038","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3050,"Artesian Ln",467394,43.0286592703,-89.3790672414,"6/13/2012","Tree_062784","","Kyle Schansberg (DRG)","12/12/2023","15:10:38","Littleleaf Linden (Tilia cordata)",19,14,"97431","Fair","Yes","5","N/A","7'-8'","Not Present","060901202361","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3054,"Artesian Ln",465717,43.0285387048,-89.3790677289,"6/13/2012","Tree_062789","","Kyle Schansberg (DRG)","12/12/2023","15:09:55","Linden 'American Sentry' (Tilia americana 'McSentry')",11,14,"97432","Fair","Yes","5","N/A","7'-8'","Not Present","060901202379","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3054,"Artesian Ln",465732,43.028409041,-89.3790611474,"6/13/2012","Tree_062796","","Kyle Schansberg (DRG)","12/12/2023","15:09:29","Littleleaf Linden (Tilia cordata)",19,14,"97433","Fair","Yes","5","N/A","7'-8'","Not Present","060901202379","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3055,"Artesian Ln",467384,43.0285441045,-89.3789163465,"6/13/2012","Tree_062731","","Kyle Schansberg (DRG)","12/12/2023","14:59:48","Littleleaf Linden (Tilia cordata)",22,14,"97384","Fair","Yes","5","N/A","7'-8'","Not Present","060901203020","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3055,"Artesian Ln",467393,43.0284154216,-89.3789056547,"6/13/2012","Tree_062759","","Kyle Schansberg (DRG)","12/12/2023","15:00:44","Littleleaf Linden (Tilia cordata)",18,14,"97383","Fair","Yes","5","N/A","7'-8'","Not Present","060901203020","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3058,"Artesian Ln",465722,43.0282333293,-89.379057509,"6/13/2012","Tree_062800","","Kyle Schansberg (DRG)","12/12/2023","15:08:50","Littleleaf Linden (Tilia cordata)",12,14,"97434","Fair","Yes","5","N/A","7'-8'","Not Present","060901202387","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3059,"Artesian Ln",467377,43.0282259121,-89.3789070419,"6/13/2012","Tree_062728","","Kyle Schansberg (DRG)","12/12/2023","15:01:53","Littleleaf Linden (Tilia cordata)",20,14,"97382","Fair","Yes","5","N/A","7'-8'","Not Present","060901203012","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3059,"Artesian Ln",467380,43.0280925196,-89.3789071358,"6/13/2012","Tree_062758","","Kyle Schansberg (DRG)","12/12/2023","15:03:13","Littleleaf Linden (Tilia cordata)",14,14,"97381","Fair","Yes","5","N/A","7'-8'","Not Present","060901203012","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3062,"Artesian Ln",467424,43.0280907357,-89.3790551012,"6/13/2012","Tree_062792","","Kyle Schansberg (DRG)","12/12/2023","15:08:07","Littleleaf Linden (Tilia cordata)",16,14,"97435","Fair","Yes","5","N/A","7'-8'","Not Present","060901202395","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3066,"Artesian Ln",467433,43.0279463027,-89.3790539486,"6/13/2012","Tree_062819","","Kyle Schansberg (DRG)","12/12/2023","15:07:29","Littleleaf Linden (Tilia cordata)",17,14,"97436","Fair","Yes","5","N/A","7'-8'","Not Present","060901202402","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3070,"Artesian Ln",467432,43.0277724189,-89.3790214684,"6/13/2012","Tree_062785","","Kyle Schansberg (DRG)","12/12/2023","15:06:28","Littleleaf Linden (Tilia cordata)",19,14,"97437","Fair","Yes","5","N/A","7'-8'","Not Present","060901202410","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3070,"Artesian Ln",468756,43.0275875401,-89.3792782901,"6/25/2012","Tree_065599","","Kyle Schansberg (DRG)","12/12/2023","14:09:11","Green Ash (Fraxinus pennsylvanica)",18,14,"101480","Fair","Yes","5","N/A","Open","Not Present","060901202410","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3070,"Artesian Ln",468768,43.0275789939,-89.3794582494,"6/25/2012","Tree_065594","","Kyle Schansberg (DRG)","12/12/2023","14:06:25","Green Ash (Fraxinus pennsylvanica)",17,14,"101481","Fair","Yes","5","N/A","Open","Not Present","060901202410","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3070,"Artesian Ln",472371,43.0276190557,-89.37910493000479,"10/29/2013","Tree_070209","","Kyle Schansberg (DRG)","12/12/2023","14:10:08","Hackberry (Celtis occidentalis)",8,14,"111317","Fair","Yes","5","N/A","Open","Not Present","060901202410","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3070,"Artesian Ln",620970,43.0275904421,-89.3794097788,"12/12/2023","KySc20231212140651","","Kyle Schansberg (DRG)","12/12/2023","14:07:40","White Pine (Pinus strobus)",2,14,"","Fair","Yes","5","N/A","Open","Not Present","060901202410","Unassigned",,"7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
3070,"Artesian Ln",620971,43.0275929441,-89.3793644296,"12/12/2023","KySc20231212140751","","Kyle Schansberg (DRG)","12/12/2023","14:08:32","White Spruce (Picea glauca)",2,14,"","Fair","Yes","5","N/A","Open","Not Present","060901202410","Unassigned",,"7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1,"Arther Ct",467480,43.0338813109,-89.3710609373,"6/14/2012","Tree_062894","","Kyle Schansberg (DRG)","12/14/2023","11:16:36","Linden 'Redmond' (Tilia americana 'Redmond')",14,14,"97564","Fair","Yes","5","N/A","Open","Not Present","070936409098","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1,"Arther Ct",467520,43.0336854241,-89.3713316318,"6/14/2012","Tree_062896","","Kyle Schansberg (DRG)","12/14/2023","11:18:07","Honeylocust Var. (Gleditsia triacanthos Variant)",13,14,"97562","Fair","Yes","5","N/A","7'-8'","Not Present","070936409098","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2,"Arther Ct",467483,43.0341197092,-89.3712006942,"6/14/2012","Tree_062879","","Kyle Schansberg (DRG)","12/14/2023","11:12:55","Honeylocust Var. (Gleditsia triacanthos Variant)",14,14,"97561","Fair","Yes","5","N/A","7'-8'","Not Present","070936409048","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2,"Arther Ct",467486,43.0342701044,-89.371160812,"6/14/2012","Tree_062892","","Kyle Schansberg (DRG)","12/14/2023","11:12:11","Honeylocust Var. (Gleditsia triacanthos Variant)",10,14,"97560","Fair","Yes","5","N/A","7'-8'","Not Present","070936409048","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2,"Arther Ct",467512,43.0343836094,-89.3711250914,"6/14/2012","Tree_062893","","Kyle Schansberg (DRG)","12/14/2023","11:11:42","Honeylocust Var. (Gleditsia triacanthos Variant)",9,14,"97559","Fair","Yes","5","N/A","7'-8'","Not Present","070936409048","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2,"Arther Ct",467516,43.0339983754,-89.3710201531,"6/14/2012","Tree_062903","","Kyle Schansberg (DRG)","12/14/2023","11:14:09","Linden 'Redmond' (Tilia americana 'Redmond')",12,14,"97567","Fair","Yes","5","N/A","Open","Not Present","070936409048","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6,"Arther Ct",467482,43.0339816221,-89.3707424491,"6/14/2012","Tree_062897","","Kyle Schansberg (DRG)","12/14/2023","11:14:47","Linden 'Redmond' (Tilia americana 'Redmond')",13,14,"97566","Fair","Yes","5","N/A","Open","Not Present","070936409056","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
9,"Arther Ct",465749,43.0338493107,-89.3707292004,"6/14/2012","Tree_062905","","Kyle Schansberg (DRG)","12/14/2023","11:15:28","Linden 'Redmond' (Tilia americana 'Redmond')",15,14,"97565","Fair","Yes","5","N/A","Open","Not Present","070936409072","Unassigned","Single family","7-33","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1101,"Artisan Dr",441764,43.1139698356999,-89.2967909193,"8/27/2009","Tree_038953",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Honeylocust Var. (Gleditsia triacanthos Variant)",15,17,"62470","Unassigned","N/A","16","N/A","8'+","Unassigned","081034206137","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
1101,"Artisan Dr",441922,43.1141080409,-89.2971941513,"8/27/2009","Tree_038946","","Dana Wilson (DRG)","10/11/2023","12:05:46","Linden 'Redmond' (Tilia americana 'Redmond')",15,17,"62468","Good","Yes","16","N/A","7'-8'","Not Present","081034206137","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1101,"Artisan Dr",441948,43.1139585649999,-89.2969829045,"8/27/2009","Tree_038969",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Honeylocust Var. (Gleditsia triacanthos Variant)",16,17,"62469","Unassigned","N/A","16","N/A","8'+","Unassigned","081034206137","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
1101,"Artisan Dr",441952,43.1142429267,-89.2971860409,"8/27/2009","Tree_038967","","Dana Wilson (DRG)","10/11/2023","12:06:33","Linden 'Redmond' (Tilia americana 'Redmond')",13,17,"62467","Good","Yes","16","N/A","7'-8'","Not Present","081034206137","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1104,"Artisan Dr",441917,43.1139478625999,-89.297695928,"8/27/2009","Tree_038917",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Honeylocust Var. (Gleditsia triacanthos Variant)",16,17,"62425","Unassigned","N/A","16","N/A","8'+","Unassigned","081034207010","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
1104,"Artisan Dr",441925,43.1139562382999,-89.2974804435,"8/27/2009","Tree_038922",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Honeylocust Var. (Gleditsia triacanthos Variant)",16,17,"62426","Unassigned","N/A","16","N/A","8'+","Unassigned","081034207010","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
1104,"Artisan Dr",441926,43.1139508767999,-89.2978291212,"8/27/2009","Tree_038910",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Apple Spp. (Malus Species)",5,17,"62424","Unassigned","N/A","16","N/A","8'+","Unassigned","081034207010","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
1104,"Artisan Dr",441940,43.1142258728,-89.2973388631,"8/27/2009","Tree_038932","","Dana Wilson (DRG)","10/11/2023","12:04:44","Linden 'Redmond' (Tilia americana 'Redmond')",17,17,"62427","Good","Yes","16","N/A","7'-8'","Not Present","081034207010","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1105,"Artisan Dr",441958,43.114346242,-89.2971779958,"8/27/2009","Tree_038957","","Dana Wilson (DRG)","10/11/2023","12:07:26","Linden 'Redmond' (Tilia americana 'Redmond')",19,17,"62466","Good","Yes","16","N/A","7'-8'","Not Present","081034206129","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1108,"Artisan Dr",441911,43.1143550147,-89.2973268476,"8/27/2009","Tree_038926","","Dana Wilson (DRG)","10/11/2023","12:03:44","Linden 'Redmond' (Tilia americana 'Redmond')",17,17,"62428","Good","Yes","16","N/A","7'-8'","Not Present","081034207028","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1109,"Artisan Dr",462642,43.1144812769,-89.297198363,"12/1/2016","Tree_059488","0","Dana Wilson (DRG)","10/11/2023","12:08:42","Hackberry (Celtis occidentalis)",5,17,"114663","Fair","Yes","16","N/A","7'-8'","Not Present","081034206111","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1109,"Artisan Dr",617184,43.1146077724,-89.2972307094,"10/11/2023","dwi20231011120909","","Dana Wilson (DRG)","10/11/2023","12:09:25","Vacant (Vacant)",0,17,"","N/A","Yes","16","N/A","7'-8'","Not Present","081034206111","Plant Tree",,"5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1112,"Artisan Dr",441910,43.1147455221,-89.2974866778,"8/27/2009","Tree_038911","","Dana Wilson (DRG)","10/11/2023","11:58:33","Linden 'Redmond' (Tilia americana 'Redmond')",17,17,"62431","Good","Yes","16","N/A","7'-8'","Not Present","081034207036","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1112,"Artisan Dr",441919,43.114656459,-89.2974045879,"8/27/2009","Tree_038912","","Dana Wilson (DRG)","10/11/2023","11:59:20","Linden 'Redmond' (Tilia americana 'Redmond')",12,17,"62430","Good","Yes","16","N/A","7'-8'","Not Present","081034207036","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1112,"Artisan Dr",441942,43.1145272371,-89.2973421675,"8/27/2009","Tree_038915","","Dana Wilson (DRG)","10/11/2023","12:00:33","Linden 'Redmond' (Tilia americana 'Redmond')",17,17,"62429","Good","Yes","16","N/A","7'-8'","Not Present","081034207036","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1113,"Artisan Dr",441947,43.1146907636,-89.2972791538,"8/27/2009","Tree_038959","","Dana Wilson (DRG)","10/11/2023","12:10:36","Linden 'Redmond' (Tilia americana 'Redmond')",15,17,"62463","Fair","Yes","16","N/A","7'-8'","Not Present","081034206103","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1117,"Artisan Dr",441933,43.1148832434,-89.2974472213,"8/27/2009","Tree_038940","","Dana Wilson (DRG)","10/11/2023","12:12:27","Linden 'Redmond' (Tilia americana 'Redmond')",19,17,"62461","Good","Yes","16","N/A","7'-8'","Not Present","081034206096","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1117,"Artisan Dr",441937,43.1147912895,-89.2973455493,"8/27/2009","Tree_038950","","Dana Wilson (DRG)","10/11/2023","12:11:30","Linden 'Redmond' (Tilia americana 'Redmond')",15,17,"62462","Fair","Yes","16","N/A","7'-8'","Not Present","081034206096","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1118,"Artisan Dr",441927,43.1149438355,-89.2977409224,"8/27/2009","Tree_038916","","Dana Wilson (DRG)","10/11/2023","11:56:29","Linden 'Redmond' (Tilia americana 'Redmond')",19,17,"62433","Good","Yes","16","N/A","7'-8'","Not Present","081034207044","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1118,"Artisan Dr",441944,43.1148231291,-89.2975922961,"8/27/2009","Tree_038927","","Dana Wilson (DRG)","10/11/2023","11:57:37","Linden 'Redmond' (Tilia americana 'Redmond')",18,17,"62432","Good","Yes","16","N/A","7'-8'","Not Present","081034207044","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1121,"Artisan Dr",441929,43.1149694789,-89.2975684933,"8/27/2009","Tree_038936","","Dana Wilson (DRG)","10/11/2023","12:13:42","Linden 'Redmond' (Tilia americana 'Redmond')",21,17,"62460","Good","Yes","16","N/A","7'-8'","Not Present","081034206088","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1122,"Artisan Dr",441895,43.115038684,-89.2978660959,"8/27/2009","Tree_038907","","Dana Wilson (DRG)","10/11/2023","11:55:20","Linden 'Redmond' (Tilia americana 'Redmond')",16,17,"62434","Good","Yes","16","N/A","7'-8'","Not Present","081034207052","Unassigned","2 Unit","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1125,"Artisan Dr",441772,43.1151476882,-89.297811028,"8/27/2009","Tree_038938","","Dana Wilson (DRG)","10/11/2023","12:14:45","Linden 'Redmond' (Tilia americana 'Redmond')",15,17,"62459","Good","Yes","16","N/A","7'-8'","Not Present","081034206070","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1125,"Artisan Dr",441921,43.1152425165,-89.2979166137,"8/27/2009","Tree_038937","","Dana Wilson (DRG)","10/11/2023","12:15:27","Linden 'Redmond' (Tilia americana 'Redmond')",15,17,"62458","Good","Yes","16","N/A","7'-8'","Not Present","081034206070","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1126,"Artisan Dr",441753,43.1153117936,-89.2982808182,"8/27/2009","Tree_038878","","Dana Wilson (DRG)","10/11/2023","11:50:18","Norway Maple (Acer platanoides)",14,17,"62391","Good","Yes","16","N/A","7'-8'","Not Present","081034207060","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1126,"Artisan Dr",441902,43.1151364125,-89.2979990985,"8/27/2009","Tree_038903","","Dana Wilson (DRG)","10/11/2023","11:53:48","Linden 'Redmond' (Tilia americana 'Redmond')",20,17,"62435","Good","Yes","16","N/A","7'-8'","Not Present","081034207060","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1126,"Artisan Dr",441904,43.115257079,-89.2981124673,"8/27/2009","Tree_038906","further inspection required","Dana Wilson (DRG)","10/11/2023","11:52:44","Linden 'Redmond' (Tilia americana 'Redmond')",15,17,"62436","Fair","Yes","16","N/A","7'-8'","Not Present","081034207060","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
